ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.00629691173301,2.55519274116e-05,0.00299052896403,0.0817351253634,0.908951882012
2,0.788662713341,0.000217073317517,0.00722279305808,0.155594917566,0.0483025027171
3,0.453753917101,5.92465855027e-06,0.0104892091451,0.283051994861,0.252698954234
4,0.0468241219918,0.000715655562015,0.069333979198,0.445824981234,0.437301262014
5,0.430203768246,0.00104537240459,0.0156833321639,0.456763896895,0.096303630291
6,0.160779413304,1.80622289182e-05,0.0487531546036,0.628280044416,0.162169325448
7,0.559962936479,0.000433766243288,0.146200803443,0.189784642276,0.103617851559
8,0.881159250281,2.07010861992e-05,0.0219562721198,0.0039529305648,0.0929108459479
9,0.867572862496,3.107178291e-06,0.000112679096302,0.0502827525221,0.0820285987074
10,0.693616278251,2.46749627047e-05,0.0157187649789,0.242634210928,0.0480060708797
11,0.927464252739,2.51485459846e-07,0.000314359580488,0.0474884681864,0.0247326680084
12,0.00154155788962,0.000892180911347,0.105275976082,0.132488144491,0.759802140626
13,0.484941841201,7.50093739467e-07,0.00310762847418,0.04221995117,0.469729829061
14,0.875449520035,0.000633162353627,0.0054163401211,0.0189632387247,0.0995377387659
15,0.97347588948,5.79350091719e-07,0.000493014969394,0.0229729147139,0.00305760148667
16,0.894651519091,1.91196557086e-06,8.97690421489e-05,0.0376788385055,0.0675779613962
17,0.222573782398,3.50146952856e-05,0.0285621794264,0.706238742248,0.0425902812317
18,0.818819574599,2.99599129874e-06,0.000266647084396,0.176187603459,0.00472317886637
19,0.336314107464,0.00128021387656,0.00700426702976,0.138307243462,0.517094168167
20,0.000733956152616,9.55925559933e-06,0.216428794123,0.00858358856272,0.774244101906
21,0.717824179167,8.31917681448e-07,0.0167993781145,0.170850202742,0.0945254080591
22,7.57658319058e-05,7.78101118033e-06,0.0141756350426,0.00216902792486,0.983571790189
23,0.466208151703,5.01605374384e-06,0.0865988439951,0.171346885432,0.275841102816
24,7.17829199372e-05,9.67803204064e-10,0.00449458312555,0.000126368039455,0.995307264947
25,0.558287973421,0.00110915261894,0.00729187345776,0.16485625817,0.268454742332
26,0.244539491093,9.53952879647e-05,0.0533467450891,0.125205546953,0.576812821576
27,0.966883199712,3.5363566301e-05,0.0010008846147,0.00585434213385,0.0262262099732
28,0.00306638286042,0.00321517202429,0.00941426134759,0.000719089402473,0.983585094365
29,0.465826843122,0.000113898390308,0.0674689875198,0.386501853102,0.0800884178662
30,0.350293091276,0.00229897943064,0.00555458424136,0.53660889487,0.105244450182
31,0.281963877711,0.0289696410418,0.00581897600837,0.299224747369,0.384022757869
32,0.907429783663,9.58758073693e-07,9.01273490019e-05,0.0182030904943,0.0742760397352
33,0.0916972514298,0.000597776083999,0.111133881407,0.148526430139,0.648044660941
34,0.995107538119,0.000122805599249,5.45862481144e-05,0.00378986217605,0.000925207857288
35,0.299860043537,0.000771573221852,0.0283653985164,0.00557579900626,0.665427185718
36,0.589606920777,1.16992664307e-05,0.0296852712601,0.19208563624,0.188610472457
37,0.0163580280881,0.00184210805279,0.0191187463828,0.000733343225541,0.961947774251
38,0.966917457974,1.95318572643e-08,3.70939577321e-05,0.0204954623292,0.0125499662071
39,0.437936502948,3.70580245649e-07,0.00301543930997,0.528085411081,0.0309622760813
40,0.357677001131,0.000112141159813,0.00327624916689,0.0306792229842,0.608255385558
41,0.0216213053923,0.000563738583058,0.0783995711867,0.281978039385,0.617437345453
42,0.000549365632159,0.0375538931579,0.0473837357933,0.000211058871107,0.914301946546
43,0.416679811553,1.42947140708e-05,0.00390663439524,0.0491584964582,0.530240762879
44,9.75262528377e-05,0.000856079800235,0.0339818167781,4.36931465563e-05,0.965020884022
45,0.291129635101,0.00127371602797,0.2417790355,0.0751479211001,0.390669692271
46,0.216341331846,8.81159362619e-05,0.00597375810803,0.0336975560149,0.743899238095
47,0.585712206828,0.0001636290719,0.0262389553666,0.114078065147,0.273807143587
48,0.356025334901,1.48198689544e-05,0.161323507594,0.262514995299,0.220121342337
49,0.344577416001,2.82033668307e-06,0.00443520068381,0.45548713378,0.195497429198
50,0.0067637274442,7.33974038537e-05,0.0119873822931,0.271331664645,0.709843828214
51,0.0703638611409,0.00327215261821,0.0188701898126,0.00565900272206,0.901834793706
52,0.126321088542,1.96241941429e-05,0.0185252305858,0.801533428782,0.0536006278962
53,0.985050982184,4.52727924382e-06,9.01368311133e-05,0.00223546876213,0.0126188849438
54,0.0196067509934,0.00709788506312,0.00541272345181,0.00110847534428,0.966774165147
55,8.11341019619e-05,0.000160618550091,0.767572466398,0.00189405252593,0.230291728424
56,0.632164852929,0.00057527615378,0.00635768036824,0.0544593711866,0.306442819362
57,0.665896162956,5.27693544798e-06,0.00100852014039,0.269362135721,0.0637279042477
58,4.35245424468e-06,9.12478333479e-06,0.00360191187617,1.73992705473e-05,0.996367211616
59,0.000120138381779,0.000155736874223,0.0806423697117,0.000738315018304,0.918343440014
60,0.974963415653,3.74665484445e-07,2.2430442131e-05,0.00606658339177,0.0189471958472
61,0.967823704055,4.94604140924e-06,0.000942151394257,0.0113415802411,0.0198876182684
62,0.169903338828,1.14719895962e-06,0.113312655312,0.550351643111,0.166431215549
63,0.664063242525,6.39343408119e-06,0.00440096757533,0.179664214668,0.151865181797
64,8.09316272832e-05,0.000547985415102,0.0135800946561,7.64262447981e-05,0.985714562057
65,0.00020836926426,0.000304733192594,0.0362912050437,0.00014015537872,0.963055537121
66,0.594520772754,6.45759074251e-05,0.0227376259717,0.365296639643,0.0173803857232
67,0.969557304029,1.5093462784e-06,0.000792137605979,0.00637211694743,0.0232769320714
68,0.181705412515,0.0194990250197,0.126247354013,0.206292835252,0.4662553732
69,0.532051112335,6.99623748117e-06,0.012794036348,0.377656668277,0.0774911868028
70,4.22684845019e-05,3.5061068631e-05,0.00318917908229,0.00129893052725,0.995434560837
71,0.000330214566428,0.00438379192779,0.00604283968025,0.0127194153323,0.976523738493
72,0.968805998622,1.78102507002e-06,3.5822557477e-05,0.0221793432283,0.00897705456709
