ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0244444444444,0.0,0.0388888888889,0.107777777778,0.828888888889
2,0.859777777778,0.0,0.0,0.132166666667,0.00805555555556
3,0.0858148148148,0.0,0.00777777777778,0.188574074074,0.717833333333
4,0.120925925926,0.0,0.0777777777778,0.469074074074,0.332222222222
5,0.718287037037,0.0,0.0,0.191540123457,0.0901728395062
6,0.108256613757,0.0,0.0111111111111,0.865076719577,0.0155555555556
7,0.197037037037,0.108888888889,0.321878306878,0.315529100529,0.0566666666667
8,0.872222222222,0.0,0.00777777777778,0.00888888888889,0.111111111111
9,0.938888888889,0.0,0.0,0.0188888888889,0.0422222222222
10,0.901467772968,0.0,0.0062962962963,0.0584925444925,0.0337433862434
11,0.445,0.0,0.0,0.0288888888889,0.526111111111
12,0.0,0.0,0.161111111111,0.1025,0.736388888889
13,0.682222222222,0.0,0.0,0.0133333333333,0.304444444444
14,0.982777777778,0.0,0.0,0.00611111111111,0.0111111111111
15,0.9875,0.0,0.0,0.0125,0.0
16,0.971111111111,0.0,0.0,0.0266666666667,0.00222222222222
17,0.474968253968,0.0,0.00111111111111,0.516142857143,0.00777777777778
18,0.539814814815,0.0,0.00444444444444,0.375407407407,0.0803333333333
19,0.101666666667,0.0,0.00111111111111,0.132222222222,0.765
20,0.0,0.00888888888889,0.23,0.0133333333333,0.747777777778
21,0.827592592593,0.0,0.00111111111111,0.157962962963,0.0133333333333
22,0.0,0.0,0.0,0.0,1.0
23,0.160851851852,0.0,0.055,0.0286851851852,0.755462962963
24,0.0,0.0,0.0211111111111,0.0,0.978888888889
25,0.606425925926,0.00222222222222,0.00111111111111,0.184388888889,0.205851851852
26,0.0955555555556,0.0,0.105648148148,0.284444444444,0.514351851852
27,0.937981481481,0.0,0.0,0.0,0.0620185185185
28,0.0,0.0911111111111,0.0288888888889,0.00444444444444,0.875555555556
29,0.601388888889,0.0,0.00425925925926,0.376018518519,0.0183333333333
30,0.219438832772,0.0,0.182222222222,0.59778338945,0.000555555555556
31,0.398888888889,0.0188888888889,0.00777777777778,0.374444444444,0.2
32,0.643354938272,0.0,0.0,0.112222222222,0.244422839506
33,0.0688888888889,0.00333333333333,0.152592592593,0.0844444444444,0.690740740741
34,0.998888888889,0.00111111111111,0.0,0.0,0.0
35,0.185833333333,0.0,0.19012962963,0.0,0.624037037037
36,0.546685185185,0.0,0.0114814814815,0.222314814815,0.219518518519
37,0.00222222222222,0.00555555555556,0.02,0.0,0.972222222222
38,0.97958994709,0.0,0.0,0.0198544973545,0.000555555555556
39,0.326,0.0,0.0111111111111,0.607333333333,0.0555555555556
40,0.412222222222,0.0,0.00222222222222,0.126666666667,0.458888888889
41,0.104444444444,0.0,0.101111111111,0.117777777778,0.676666666667
42,0.0,0.13,0.0316666666667,0.0,0.838333333333
43,0.659267195767,0.0,0.0,0.02,0.320732804233
44,0.0,0.0355555555556,0.0244444444444,0.0,0.94
45,0.258888888889,0.00222222222222,0.441111111111,0.144444444444,0.153333333333
46,0.514444444444,0.0,0.00111111111111,0.0492592592593,0.435185185185
47,0.311666666667,0.00888888888889,0.0488888888889,0.197777777778,0.432777777778
48,0.0817936507937,0.0,0.0255555555556,0.474389329806,0.418261463845
49,0.603018518519,0.0,0.00444444444444,0.163277777778,0.229259259259
50,0.0244444444444,0.01,0.142222222222,0.354444444444,0.468888888889
51,0.00611111111111,0.0,0.0,0.0,0.993888888889
52,0.175555555556,0.0,0.135555555556,0.665634920635,0.023253968254
53,0.998888888889,0.0,0.0,0.00111111111111,0.0
54,0.0111111111111,0.0,0.00222222222222,0.0,0.986666666667
55,0.0,0.00111111111111,0.637777777778,0.0,0.361111111111
56,0.483333333333,0.0,0.0555555555556,0.0955555555556,0.365555555556
57,0.349504850088,0.0,0.0,0.641106261023,0.00938888888889
58,0.0,0.00037037037037,0.07,0.0,0.92962962963
59,0.0,0.0,0.305555555556,0.0,0.694444444444
60,0.893888888889,0.0,0.0,0.0366666666667,0.0694444444444
61,0.712222222222,0.0,0.0,0.0144444444444,0.273333333333
62,0.130907407407,0.0,0.0222962962963,0.816796296296,0.03
63,0.808711640212,0.0,0.00111111111111,0.148695767196,0.0414814814815
64,0.0,0.0,0.00777777777778,0.0,0.992222222222
65,0.0,0.0,0.336847001764,0.0,0.663152998236
66,0.480498677249,0.0,0.0632407407407,0.368556878307,0.0877037037037
67,0.676666666667,0.0,0.0,0.00444444444444,0.318888888889
68,0.207777777778,0.0922222222222,0.11,0.288888888889,0.301111111111
69,0.768970899471,0.0,0.00666666666667,0.0982724867725,0.12608994709
70,0.0,0.0,0.0,0.0,1.0
71,0.0,0.0144444444444,0.0216666666667,0.0,0.963888888889
72,0.994074074074,0.0,0.0,0.0037037037037,0.00222222222222
73,0.0,0.01,0.00888888888889,0.0,0.981111111111
74,0.647611111111,0.0,0.00777777777778,0.207693121693,0.136917989418
